Full Name,Gender,Nationality,Age Group,Course,Semester,Subjects Enrolled,Study Preference,Availability,Learning Style,Motivational Factors,Preferred Study Environment,Strengths,Hobbies,Interests Outside of Academics,Future Career Aspirations,Preferred Communication Channels,Proficiency in Tools/Technologies,Location Preference,Preferred Study Partner Personality,Past Group Project Experience,Willingness to Mentor Others
Heather Burnett,Prefer Not to Say,Australia,21-25,Bachelor's,Sem 6,"Engineering Fundamentals, Sociology, Economics, Geography",Individual,"Sun (4pm-6pm), Wed (5pm-6pm), Tue (3pm-4pm)",Reading/Writing,Competition,Group Study Rooms,Research,Painting,Baking,Software Engineer,Slack,Office 365,In-person,Relaxed,Yes,Yes
Kathy Patel,Non-Binary,France,21-25,Bachelor's,Sem 8,"Economics, Biology, History, Geography",Group,"Sun (2pm-5pm), Wed (4pm-6pm), Tue (3pm-5pm)",Kinesthetic,Deadlines,Group Study Rooms,Problem-Solving,Cooking,Financial Literacy Education,Business Analyst,In-Person,Excel,In-person,Focused,Yes,No
Cody Ruiz,Prefer Not to Say,USA,25+,Bachelor's,Sem 2,"Computer Science, Engineering Fundamentals, Biology, Economics",Individual,"Sun (4pm-6pm), Wed (4pm-6pm), Tue (3pm-7pm)",Kinesthetic,Personal Goals,Quiet Spaces,Research,Gaming,Wildlife Conservation,Project Manager,WhatsApp,Adobe Illustration,In-person,Focused,Yes,No
Terri Jones,Prefer Not to Say,India,21-25,Bachelor's,Sem 7,"History, Computer Science, Psychology, Chemistry",Individual,"Sun (11am-12pm), Wed (12pm-2pm), Tue (8am-10am)",Reading/Writing,Collaboration,Library,Presentation,Sports,Language Learning,Business Analyst,Slack,Power Point,Online,Focused,Yes,Yes
Lauren Lambert,Female,France,21-25,Bachelor's,Sem 3,"Political Science, Physics, Biology, Sociology",Group,"Sun (11am-2pm), Wed (1pm-3pm), Tue (9am-1pm)",Reading/Writing,Competition,Library,Time Management,Photography,Wildlife Conservation,Project Manager,In-Person,Adobe Illustration,Online,Relaxed,No,Yes
Matthew Miller,Non-Binary,Nigeria,21-25,Bachelor's,Sem 2,"Mathematics, Literature, Psychology, Economics",Group,"Sun (9am-10am), Wed (4pm-7pm), Tue (3pm-4pm)",Visual,Deadlines,Group Study Rooms,Presentation,Cooking,Cultural Studies,Software Engineer,WhatsApp,Editing Tools,Online,Focused,Yes,Yes
Richard Larsen,Male,New Zealand,25+,Master's,Sem 5,"Finance, International Business, Cybersecurity, Urban Development",Individual,"Sun (4pm-8pm), Wed (12pm-2pm), Tue (4pm-5pm)",Kinesthetic,Deadlines,Cafes,Presentation,Music,Culinary Arts,Business Analyst,Email,Animation Tools,Online,Relaxed,No,No
Charles Scott,Male,China,25+,Bachelor's,Sem 6,"Engineering Fundamentals, Chemistry, Political Science, Psychology",Group,"Sun (11am-2pm), Wed (2pm-3pm), Tue (8am-12pm)",Kinesthetic,Competition,Cafes,Time Management,Chess,Art Exhibitions,Business Analyst,Slack,Animation Tools,In-person,Competitive,No,No
Anthony Lawson,Female,Australia,21-25,Bachelor's,Sem 7,"Biology, Computer Science, History, Political Science",Group,"Sun (4pm-8pm), Wed (2pm-4pm), Tue (5pm-6pm)",Kinesthetic,Deadlines,Quiet Spaces,Presentation,Photography,DJ,Data Scientist,In-Person,Editing Tools,Online,Collaborative,Yes,No
Edward Jackson,Non-Binary,USA,21-25,Master's,Sem 5,"Architecture, Business Administration, Finance, Cybersecurity",Group,"Sun (10am-1pm), Wed (12pm-2pm), Tue (10am-1pm)",Auditory,Competition,Group Study Rooms,Time Management,Chess,Philosophy,Data Scientist,WhatsApp,Excel,Online,Collaborative,No,Yes
Steven Gallegos,Female,Australia,18-21,Master's,Sem 8,"Degin Futere, Education Leadership, Business Administration, Artificial Intelligence",Individual,"Sun (2pm-4pm), Wed (8am-12pm), Tue (12pm-2pm)",Reading/Writing,Collaboration,Cafes,Analytical Thinking,Cooking,DJ,Data Scientist,Slack,Power Point,Online,Collaborative,No,No
Theresa Watts,Non-Binary,UK,25+,Master's,Sem 5,"Environmental Science, Business Administration, International Relations, Architecture",Group,"Sun (1pm-4pm), Wed (8am-9am), Tue (3pm-4pm)",Visual,Competition,Library,Analytical Thinking,Running,Volunteering,Software Engineer,Slack,Excel,In-person,Collaborative,Yes,Yes
Ronald Smith,Binary,USA,25+,Bachelor's,Sem 1,"Literature, Psychology, History, Sociology",Group,"Sun (2pm-4pm), Wed (5pm-6pm), Tue (3pm-5pm)",Auditory,Collaboration,Quiet Spaces,Problem-Solving,Painting,Group Entertainment,Project Manager,Slack,SQL,Online,Collaborative,No,Yes
Duane Baker,Male,Mexico,25+,Bachelor's,Sem 1,"Geography, Computer Science, Political Science, Chemistry",Group,"Sun (3pm-4pm), Wed (1pm-3pm), Tue (11am-12pm)",Auditory,Deadlines,Cafes,Problem-Solving,Yoga,Financial Literacy Education,Data Scientist,WhatsApp,Editing Tools,In-person,Collaborative,Yes,No
Tony Newton,Male,China,21-25,Master's,Sem 2,"Education Leadership, International Relations, Machine Learning, Finance",Individual,"Sun (10am-2pm), Wed (1pm-5pm), Tue (1pm-3pm)",Auditory,Personal Goals,Group Study Rooms,Problem-Solving,Sports,Travel,Project Manager,Slack,Animation Tools,Online,Focused,No,No
Tom Gibbs,Female,USA,18-21,Master's,Sem 2,"Finance, Degin Futere, International Relations, Mechanical Engineering",Group,"Sun (12pm-2pm), Wed (5pm-9pm), Tue (9am-1pm)",Kinesthetic,Collaboration,Cafes,Time Management,Cooking,Independent Music,Project Manager,Email,Editing Tools,In-person,Competitive,No,Yes
Amy Bowen,Prefer Not to Say,China,21-25,Master's,Sem 5,"Cybersecurity, Machine Learning, Urban Development, Business Administration",Individual,"Sun (4pm-8pm), Wed (12pm-4pm), Tue (3pm-4pm)",Kinesthetic,Personal Goals,Quiet Spaces,Time Management,Running,Travel,Project Manager,WhatsApp,Excel,In-person,Relaxed,Yes,Yes
William Taylor,Female,Brazil,21-25,Master's,Sem 1,"Artificial Intelligence, Data Science, Urban Development, International Business",Individual,"Sun (9am-11am), Wed (4pm-6pm), Tue (4pm-7pm)",Kinesthetic,Collaboration,Group Study Rooms,Research,Robotics,Open Source Contributions,Business Analyst,WhatsApp,Adobe Illustration,Online,Competitive,Yes,No
Gary Wright,Binary,South Africa,18-21,Bachelor's,Sem 2,"Geography, Political Science, Psychology, Mathematics",Individual,"Sun (8am-9am), Wed (10am-12pm), Tue (4pm-7pm)",Visual,Personal Goals,Group Study Rooms,Analytical Thinking,Music,Digital Marketing,Data Scientist,Slack,Adobe Illustration,In-person,Focused,Yes,Yes
Charles Smith,Prefer Not to Say,UK,21-25,Bachelor's,Sem 1,"Physics, Geography, Literature, Engineering Fundamentals",Group,"Sun (1pm-5pm), Wed (9am-10am), Tue (12pm-2pm)",Kinesthetic,Deadlines,Library,Presentation,Writing,Culinary Arts,Supply Chain Manager,Slack,Editing Tools,In-person,Focused,Yes,Yes
Maria Harris,Male,Japan,21-25,Master's,Sem 1,"International Business, Urban Development, Business Administration, Finance",Individual,"Sun (1pm-2pm), Wed (3pm-4pm), Tue (2pm-3pm)",Visual,Competition,Cafes,Time Management,Cycling,Open Source Contributions,Business Analyst,Email,Excel,In-person,Relaxed,Yes,No
Suzanne Rangel,Female,Ireland,25+,Bachelor's,Sem 7,"Literature, Computer Science, Economics, Geography",Individual,"Sun (8am-11am), Wed (10am-11am), Tue (1pm-3pm)",Auditory,Deadlines,Library,Time Management,Music,Mental Health Advocacy,Data Scientist,In-Person,Office 365,In-person,Focused,No,Yes
Michelle Kelly,Non-Binary,USA,25+,Bachelor's,Sem 1,"History, Chemistry, Physics, Computer Science",Individual,"Sun (11am-12pm), Wed (12pm-2pm), Tue (4pm-7pm)",Visual,Personal Goals,Quiet Spaces,Problem-Solving,Photography,Art Exhibitions,Data Scientist,Email,Office 365,In-person,Competitive,No,No
Jerry Ward,Binary,Brazil,25+,Bachelor's,Sem 4,"Literature, Computer Science, Political Science, Engineering Fundamentals",Individual,"Sun (3pm-6pm), Wed (8am-11am), Tue (4pm-7pm)",Reading/Writing,Competition,Cafes,Problem-Solving,Cycling,DJ,Project Manager,Slack,Adobe Illustration,Online,Competitive,No,No
Julie Lewis,Female,China,21-25,Master's,Sem 5,"Cybersecurity, Education Leadership, Finance, International Relations",Group,"Sun (2pm-4pm), Wed (11am-2pm), Tue (4pm-7pm)",Reading/Writing,Deadlines,Cafes,Research,Sports,Philosophy,Supply Chain Manager,WhatsApp,Excel,In-person,Collaborative,No,No
Suzanne George,Female,UK,18-21,Master's,Sem 5,"Mechanical Engineering, Education Leadership, Data Science, Environmental Science",Individual,"Sun (5pm-8pm), Wed (5pm-6pm), Tue (4pm-6pm)",Kinesthetic,Deadlines,Cafes,Time Management,Robotics,Volunteering,Data Scientist,WhatsApp,Editing Tools,Online,Relaxed,Yes,No
Aaron Johnson,Female,Japan,18-21,Bachelor's,Sem 7,"Literature, Engineering Fundamentals, Chemistry, Political Science",Individual,"Sun (3pm-7pm), Wed (12pm-1pm), Tue (12pm-3pm)",Visual,Personal Goals,Group Study Rooms,Problem-Solving,Sports,Tech Entrepreneurship,Business Analyst,In-Person,Editing Tools,Online,Competitive,No,No
Julie Jones,Non-Binary,Japan,21-25,Master's,Sem 2,"Cybersecurity, Architecture, Environmental Science, Degin Futere",Group,"Sun (2pm-4pm), Wed (2pm-4pm), Tue (3pm-6pm)",Kinesthetic,Personal Goals,Quiet Spaces,Problem-Solving,Running,Language Learning,Data Scientist,In-Person,Adobe Illustration,In-person,Relaxed,Yes,Yes
Kristina Gonzalez,Female,Japan,21-25,Bachelor's,Sem 2,"Psychology, Biology, Sociology, Economics",Individual,"Sun (10am-1pm), Wed (1pm-4pm), Tue (11am-2pm)",Kinesthetic,Competition,Group Study Rooms,Research,Music,Digital Marketing,Supply Chain Manager,In-Person,Excel,In-person,Competitive,Yes,No
Gregory Rivera,Prefer Not to Say,India,18-21,Master's,Sem 1,"Environmental Science, Marketing, Data Science, Education Leadership",Group,"Sun (10am-12pm), Wed (3pm-6pm), Tue (12pm-1pm)",Auditory,Competition,Group Study Rooms,Problem-Solving,Running,Independent Music,Project Manager,WhatsApp,Power Point,Online,Focused,No,Yes
Ryan Dunn,Prefer Not to Say,New Zealand,25+,Bachelor's,Sem 5,"Political Science, Sociology, Chemistry, Literature",Group,"Sun (2pm-4pm), Wed (5pm-6pm), Tue (1pm-5pm)",Reading/Writing,Deadlines,Cafes,Time Management,Dance,Baking,Data Scientist,Slack,Power Point,Online,Competitive,No,No
Stephanie Smith,Binary,China,18-21,Master's,Sem 2,"Education Leadership, International Relations, Data Science, Architecture",Individual,"Sun (8am-9am), Wed (3pm-5pm), Tue (10am-12pm)",Kinesthetic,Collaboration,Cafes,Problem-Solving,Running,Philosophy,Supply Chain Manager,WhatsApp,Adobe Illustration,In-person,Competitive,No,No
Alexis Hill,Prefer Not to Say,UK,21-25,Bachelor's,Sem 3,"Geography, Biology, Engineering Fundamentals, History",Individual,"Sun (8am-10am), Wed (9am-1pm), Tue (1pm-5pm)",Reading/Writing,Deadlines,Library,Time Management,Yoga,Volunteering,Software Engineer,Email,Office 365,Online,Competitive,No,No
Jose Ayala,Male,Ireland,18-21,Bachelor's,Sem 5,"Physics, Biology, Economics, Chemistry",Group,"Sun (5pm-6pm), Wed (11am-3pm), Tue (4pm-5pm)",Auditory,Competition,Quiet Spaces,Time Management,Cooking,Tech Entrepreneurship,Business Analyst,Slack,Animation Tools,In-person,Collaborative,No,Yes
Brittany Robinson,Non-Binary,Japan,25+,Master's,Sem 7,"International Business, Mechanical Engineering, Cybersecurity, Marketing",Group,"Sun (2pm-3pm), Wed (12pm-1pm), Tue (8am-10am)",Visual,Collaboration,Quiet Spaces,Analytical Thinking,Yoga,Open Source Contributions,Project Manager,WhatsApp,Power Point,In-person,Focused,Yes,Yes
Robert Tucker,Non-Binary,Australia,25+,Master's,Sem 7,"Machine Learning, Degin Futere, Mechanical Engineering, Education Leadership",Group,"Sun (11am-3pm), Wed (9am-12pm), Tue (8am-12pm)",Kinesthetic,Personal Goals,Cafes,Presentation,Dance,Environmental Activism,Supply Chain Manager,In-Person,Editing Tools,Online,Focused,No,No
Christopher Lewis,Non-Binary,Canada,21-25,Bachelor's,Sem 6,"Psychology, Physics, Political Science, Computer Science",Individual,"Sun (12pm-2pm), Wed (10am-12pm), Tue (10am-2pm)",Kinesthetic,Collaboration,Cafes,Research,Writing,Travel,Supply Chain Manager,Email,Office 365,Online,Competitive,Yes,Yes
Margaret Chavez,Male,Germany,18-21,Master's,Sem 5,"Degin Futere, Mechanical Engineering, Education Leadership, Finance",Group,"Sun (8am-9am), Wed (2pm-6pm), Tue (12pm-4pm)",Visual,Personal Goals,Library,Problem-Solving,Hiking,Financial Literacy Education,Supply Chain Manager,In-Person,SQL,In-person,Collaborative,No,Yes
Rodney Fuller,Female,Canada,18-21,Bachelor's,Sem 7,"Mathematics, Biology, Literature, Economics",Group,"Sun (2pm-5pm), Wed (11am-3pm), Tue (1pm-4pm)",Auditory,Collaboration,Library,Time Management,Running,Travel,Data Scientist,Email,Animation Tools,Online,Collaborative,No,Yes
James Castro,Male,UK,18-21,Master's,Sem 8,"Urban Development, Machine Learning, Artificial Intelligence, Architecture",Individual,"Sun (11am-12pm), Wed (4pm-6pm), Tue (4pm-5pm)",Auditory,Collaboration,Cafes,Analytical Thinking,Chess,Baking,Project Manager,Email,Editing Tools,Online,Relaxed,No,No
Megan Murphy,Male,France,21-25,Bachelor's,Sem 5,"Psychology, Geography, Engineering Fundamentals, Chemistry",Individual,"Sun (4pm-6pm), Wed (11am-12pm), Tue (5pm-7pm)",Kinesthetic,Personal Goals,Cafes,Time Management,Photography,Art Exhibitions,Software Engineer,Email,Python,Online,Collaborative,No,Yes
James Sharp,Male,New Zealand,18-21,Master's,Sem 6,"Cybersecurity, Data Science, Education Leadership, Environmental Science",Group,"Sun (2pm-5pm), Wed (11am-2pm), Tue (11am-1pm)",Kinesthetic,Deadlines,Library,Problem-Solving,Writing,Art Exhibitions,Supply Chain Manager,WhatsApp,Office 365,Online,Competitive,Yes,No
Roger Peterson,Prefer Not to Say,Ireland,25+,Bachelor's,Sem 8,"Economics, Political Science, Geography, Literature",Group,"Sun (5pm-9pm), Wed (4pm-8pm), Tue (2pm-5pm)",Kinesthetic,Collaboration,Cafes,Analytical Thinking,Robotics,Cultural Studies,Project Manager,Email,Editing Tools,In-person,Competitive,Yes,No
Sarah Kelly,Prefer Not to Say,China,18-21,Master's,Sem 7,"Data Science, Artificial Intelligence, Business Administration, Urban Development",Group,"Sun (2pm-4pm), Wed (1pm-5pm), Tue (2pm-4pm)",Visual,Deadlines,Cafes,Time Management,Gaming,Culinary Arts,Business Analyst,Slack,Animation Tools,Online,Collaborative,No,No
Wendy Allen,Binary,New Zealand,25+,Master's,Sem 1,"Mechanical Engineering, Finance, Cybersecurity, Environmental Science",Group,"Sun (12pm-4pm), Wed (12pm-1pm), Tue (8am-9am)",Kinesthetic,Collaboration,Group Study Rooms,Research,Writing,DJ,Supply Chain Manager,Slack,Editing Tools,Online,Collaborative,No,Yes
Michael Gutierrez,Female,Canada,18-21,Master's,Sem 1,"Cybersecurity, Architecture, Mechanical Engineering, Marketing",Group,"Sun (9am-11am), Wed (2pm-3pm), Tue (3pm-5pm)",Kinesthetic,Personal Goals,Cafes,Presentation,Hiking,Culinary Arts,Software Engineer,Slack,Power Point,In-person,Focused,No,Yes
Tiffany Rivera,Non-Binary,UK,25+,Bachelor's,Sem 4,"Psychology, Literature, Geography, Biology",Group,"Sun (1pm-5pm), Wed (10am-12pm), Tue (10am-2pm)",Auditory,Personal Goals,Cafes,Problem-Solving,Hiking,Wildlife Conservation,Data Scientist,Email,SQL,Online,Focused,Yes,No
Jennifer Salazar,Binary,Brazil,18-21,Master's,Sem 4,"Business Administration, Marketing, Data Science, Urban Development",Individual,"Sun (10am-1pm), Wed (10am-11am), Tue (8am-11am)",Reading/Writing,Personal Goals,Group Study Rooms,Presentation,Sports,Independent Music,Supply Chain Manager,Email,SQL,In-person,Focused,Yes,No
Kenneth Hunt,Male,Australia,25+,Bachelor's,Sem 2,"Biology, Mathematics, Economics, Political Science",Group,"Sun (10am-2pm), Wed (2pm-5pm), Tue (4pm-5pm)",Auditory,Collaboration,Cafes,Analytical Thinking,Gaming,Renewable Energy,Business Analyst,Slack,Adobe Illustration,Online,Collaborative,No,Yes
Annette Eaton,Female,South Africa,18-21,Bachelor's,Sem 5,"Sociology, History, Geography, Biology",Group,"Sun (9am-12pm), Wed (11am-1pm), Tue (4pm-8pm)",Reading/Writing,Deadlines,Group Study Rooms,Presentation,Cycling,Renewable Energy,Data Scientist,In-Person,Adobe Illustration,In-person,Competitive,Yes,Yes
Susan Martin,Male,Brazil,21-25,Bachelor's,Sem 4,"Engineering Fundamentals, Physics, Geography, Psychology",Individual,"Sun (2pm-5pm), Wed (5pm-6pm), Tue (11am-2pm)",Kinesthetic,Competition,Group Study Rooms,Problem-Solving,Reading,Financial Literacy Education,Supply Chain Manager,Slack,Editing Tools,Online,Focused,No,No
Cindy King,Binary,Germany,25+,Master's,Sem 2,"Mechanical Engineering, International Relations, Cybersecurity, Data Science",Individual,"Sun (3pm-6pm), Wed (5pm-8pm), Tue (11am-3pm)",Visual,Collaboration,Group Study Rooms,Time Management,Reading,Language Learning,Software Engineer,WhatsApp,Excel,Online,Competitive,No,Yes
Victoria Gregory,Male,India,18-21,Master's,Sem 2,"Finance, Artificial Intelligence, Urban Development, Degin Futere",Group,"Sun (3pm-7pm), Wed (8am-12pm), Tue (1pm-5pm)",Kinesthetic,Collaboration,Cafes,Problem-Solving,Cycling,Mental Health Advocacy,Project Manager,In-Person,Animation Tools,In-person,Relaxed,No,Yes
Jose Thomas,Non-Binary,Germany,21-25,Bachelor's,Sem 1,"Literature, Computer Science, Chemistry, Economics",Group,"Sun (4pm-6pm), Wed (4pm-8pm), Tue (12pm-4pm)",Visual,Deadlines,Quiet Spaces,Problem-Solving,Painting,Community Service,Software Engineer,Email,Excel,Online,Relaxed,Yes,No
Paul Malone,Female,UK,25+,Master's,Sem 8,"Environmental Science, Finance, Machine Learning, Education Leadership",Group,"Sun (4pm-6pm), Wed (2pm-4pm), Tue (11am-2pm)",Visual,Deadlines,Group Study Rooms,Problem-Solving,Dance,Environmental Activism,Business Analyst,Slack,Animation Tools,Online,Collaborative,Yes,Yes
Alexa Chen,Female,USA,25+,Bachelor's,Sem 7,"Geography, Sociology, Literature, Mathematics",Group,"Sun (4pm-7pm), Wed (8am-12pm), Tue (3pm-6pm)",Kinesthetic,Deadlines,Library,Problem-Solving,Photography,Environmental Activism,Supply Chain Manager,WhatsApp,Animation Tools,In-person,Collaborative,Yes,No
Michael Palmer,Non-Binary,Ireland,25+,Bachelor's,Sem 6,"Psychology, Biology, Geography, Physics",Group,"Sun (12pm-2pm), Wed (10am-12pm), Tue (3pm-5pm)",Kinesthetic,Personal Goals,Library,Problem-Solving,Cooking,Community Service,Supply Chain Manager,WhatsApp,Animation Tools,In-person,Collaborative,Yes,Yes
Cheyenne Schwartz,Non-Binary,Australia,18-21,Bachelor's,Sem 4,"Geography, Economics, Political Science, Psychology",Group,"Sun (8am-9am), Wed (4pm-7pm), Tue (3pm-5pm)",Kinesthetic,Deadlines,Group Study Rooms,Presentation,Painting,Financial Literacy Education,Data Scientist,WhatsApp,Editing Tools,In-person,Focused,Yes,No
Cory Miller,Prefer Not to Say,India,25+,Master's,Sem 4,"Data Science, Marketing, Urban Development, International Relations",Individual,"Sun (8am-10am), Wed (5pm-7pm), Tue (1pm-3pm)",Visual,Competition,Quiet Spaces,Problem-Solving,Hiking,Community Service,Software Engineer,Slack,Python,In-person,Competitive,No,No
Olivia Stevenson,Female,Nigeria,25+,Bachelor's,Sem 3,"History, Chemistry, Computer Science, Mathematics",Individual,"Sun (9am-1pm), Wed (2pm-5pm), Tue (10am-11am)",Reading/Writing,Competition,Library,Research,Gaming,Community Service,Project Manager,Slack,Excel,In-person,Focused,Yes,No
Brittany Bowen,Binary,Canada,25+,Master's,Sem 7,"Business Administration, Architecture, Data Science, International Business",Group,"Sun (2pm-4pm), Wed (9am-11am), Tue (5pm-8pm)",Kinesthetic,Competition,Cafes,Problem-Solving,Yoga,Independent Music,Supply Chain Manager,WhatsApp,Python,Online,Focused,No,No
William Flores,Non-Binary,USA,25+,Bachelor's,Sem 5,"History, Computer Science, Geography, Physics",Group,"Sun (10am-12pm), Wed (10am-1pm), Tue (9am-10am)",Visual,Collaboration,Cafes,Research,Running,Volunteering,Business Analyst,Slack,Python,In-person,Collaborative,Yes,Yes
